row_id,project_mode,app_type,monthly_users,expected_concurrent_users,requests_per_user_min,estimated_rps,peak_rps,budget_usd,storage_gb,performance_score,performance_available,cdn_present,database_intensity,api_intensity,realtime_required,realtime_connections,background_jobs,media_heavy,growth_rate,operational_skill,availability_level,high_availability,traffic_pattern,multi_region_required,autoscaling_required,managed_database_preferred,recommended_vcpu,recommended_ram_gb
WH-00123,NEW_IDEA,MARKETPLACE,1020058,206,6.81,23.38,27.12,70.02,101.6,,0,1,HIGH,MEDIUM,1,112,1,0,MEDIUM,INTERMEDIATE,99.9,0,NORMAL,0,0,1,2,8
WH-00124,PLANNED,MARKETPLACE,19091,44,18.16,13.32,19.04,143.77,194.5,,0,1,VERY_HIGH,HIGH,0,0,0,1,SLOW,BEGINNER,99.5,0,EVENING,0,0,0,2,16
WH-00125,LIVE_URL,SAAS,395344,5542,20.48,1891.67,3159.09,430.29,55.0,65.3,1,0,HIGH,VERY_HIGH,0,0,1,0,SLOW,BEGINNER,99.95,1,WEEKEND,0,0,1,32,64
WH-00126,PLANNED,SAAS,255956,5911,11.29,1112.25,2046.55,96.38,51.2,,0,1,VERY_HIGH,HIGH,0,0,1,0,MEDIUM,INTERMEDIATE,99.95,1,BUSINESS_HOURS,1,1,1,32,64
WH-00127,LIVE_URL,BLOG,32428,37,4.02,2.48,4.64,14.5,34.7,67.5,1,1,LOW,LOW,0,0,0,0,MEDIUM,BEGINNER,99.5,0,EVENING,0,0,1,1,4
WH-00128,LIVE_URL,SAAS,1236069,5780,7.0,674.33,2178.1,418.45,97.9,59.9,1,0,HIGH,HIGH,0,0,1,0,MEDIUM,BEGINNER,99.95,1,EVENT_DRIVEN,0,1,1,32,64
WH-00129,LIVE_URL,ECOMMERCE,605912,515,12.5,107.29,152.35,63.2,164.2,74.4,1,1,HIGH,MEDIUM,0,0,1,0,RAPID,BEGINNER,99.95,1,BUSINESS_HOURS,0,0,1,8,16
WH-00130,LIVE_URL,INTERNAL_BUSINESS,18537,30,7.98,3.99,7.74,53.37,42.5,66.5,1,1,HIGH,MEDIUM,0,0,0,0,MEDIUM,INTERMEDIATE,99.9,0,BUSINESS_HOURS,0,0,0,1,8
WH-00131,PLANNED,ECOMMERCE,47486,262,11.22,48.99,131.79,101.91,313.4,,0,0,VERY_HIGH,HIGH,0,0,1,0,STABLE,INTERMEDIATE,99.95,1,SEASONAL,0,0,0,8,16
WH-00132,PLANNED,PORTFOLIO,3021,9,3.84,0.58,2.07,8.0,48.0,,0,1,LOW,LOW,0,0,0,0,SLOW,BEGINNER,99.9,0,EVENT_DRIVEN,0,0,1,1,4
WH-00133,PLANNED,SAAS,866634,6624,22.07,2436.53,8308.56,673.75,12.7,,0,0,MEDIUM,HIGH,0,0,1,0,MEDIUM,BEGINNER,99.95,1,SEASONAL,0,0,0,32,64
WH-00134,PLANNED,MEDIA_STREAMING,1067468,130,4.13,8.95,13.15,47.28,96.7,,0,0,HIGH,MEDIUM,0,0,1,1,MEDIUM,BEGINNER,BASIC,0,BUSINESS_HOURS,0,0,0,2,8
WH-00135,LIVE_URL,SAAS,29969,77,23.5,30.16,60.02,23.42,120.9,78.6,1,0,HIGH,HIGH,1,29,1,0,RAPID,BEGINNER,99.5,0,BUSINESS_HOURS,0,0,0,4,8
WH-00136,NEW_IDEA,CORPORATE,70026,10,1.67,0.28,0.46,8.0,10.0,,0,0,LOW,LOW,0,0,0,0,MEDIUM,BEGINNER,99.5,0,BUSINESS_HOURS,0,0,0,1,4
WH-00137,PLANNED,SAAS,48592,298,22.77,113.09,162.85,62.34,33.4,,0,1,HIGH,VERY_HIGH,0,0,1,0,MEDIUM,INTERMEDIATE,99.9,0,NORMAL,0,0,1,16,32
WH-00138,LIVE_URL,API_SERVICE,511306,2176,9.12,330.75,687.96,199.41,216.0,99.0,1,0,LOW,VERY_HIGH,0,0,1,1,SLOW,ADVANCED,99.99,1,WEEKEND,1,0,1,32,32
WH-00139,PLANNED,SAAS,518383,3571,18.21,1083.8,3912.51,1121.99,17.1,,0,0,HIGH,HIGH,1,1939,1,0,MEDIUM,BEGINNER,99.95,1,EVENT_DRIVEN,0,1,1,32,64
WH-00140,PLANNED,SAAS,711152,3606,19.6,1177.96,1625.58,410.5,240.4,,0,1,HIGH,HIGH,0,0,0,0,RAPID,INTERMEDIATE,99.95,1,NORMAL,1,1,1,32,64
WH-00141,LIVE_URL,ECOMMERCE,27570,300,13.43,67.15,99.38,62.87,141.5,77.1,1,1,HIGH,HIGH,0,0,0,1,STABLE,BEGINNER,99.9,0,NORMAL,0,0,0,8,16
WH-00142,LIVE_URL,SAAS,118681,44,17.06,12.51,21.77,45.08,22.1,77.0,1,0,MEDIUM,HIGH,0,0,0,0,MEDIUM,INTERMEDIATE,99.9,0,BUSINESS_HOURS,0,0,1,1,8
WH-00143,PLANNED,API_SERVICE,603512,2461,19.62,804.75,2293.53,140.18,20.0,,0,0,MEDIUM,VERY_HIGH,0,0,0,0,SLOW,INTERMEDIATE,99.9,0,SEASONAL,0,1,1,32,64
WH-00144,NEW_IDEA,SAAS,801721,6034,20.23,2034.46,2787.22,388.84,71.3,,0,0,VERY_HIGH,HIGH,0,0,0,0,STABLE,INTERMEDIATE,99.5,0,NORMAL,0,1,1,32,64
WH-00145,PLANNED,PORTFOLIO,734,12,1.62,0.32,1.28,8.55,22.2,,0,0,LOW,LOW,0,0,0,0,RAPID,BEGINNER,99.9,0,EVENT_DRIVEN,0,0,1,1,4
WH-00146,PLANNED,API_SERVICE,63055,1821,32.72,993.05,3475.68,264.46,76.2,,0,1,MEDIUM,VERY_HIGH,0,0,0,0,SLOW,BEGINNER,99.99,1,SEASONAL,0,1,0,32,64
WH-00147,PLANNED,ECOMMERCE,11438,331,7.29,40.22,64.35,46.14,221.0,,0,0,HIGH,HIGH,0,0,1,1,SLOW,BEGINNER,99.95,1,BUSINESS_HOURS,0,0,1,4,8
WH-00148,LIVE_URL,NEWS,105170,925,8.33,128.42,457.18,124.78,10.0,79.0,1,1,LOW,MEDIUM,0,0,0,0,MEDIUM,BEGINNER,99.95,1,EVENT_DRIVEN,0,0,0,16,16
WH-00149,LIVE_URL,CORPORATE,12599,136,4.21,9.54,15.17,8.83,43.0,65.5,1,0,LOW,LOW,0,0,1,1,RAPID,ADVANCED,BASIC,0,EVENING,0,0,1,2,4
WH-00150,PLANNED,SAAS,13673,52,10.57,9.16,14.29,78.59,159.8,,0,0,HIGH,HIGH,0,0,0,0,MEDIUM,INTERMEDIATE,99.9,0,EVENING,0,0,1,2,8
WH-00151,LIVE_URL,CORPORATE,2211,54,4.85,4.36,6.2,20.84,75.4,76.8,1,0,LOW,LOW,0,0,0,0,SLOW,BEGINNER,99.95,1,NORMAL,0,0,0,2,4
WH-00152,LIVE_URL,ECOMMERCE,35378,193,11.96,38.47,48.47,31.37,453.8,63.2,1,0,HIGH,MEDIUM,0,0,1,1,MEDIUM,INTERMEDIATE,99.5,0,NORMAL,0,0,0,2,8
WH-00153,PLANNED,COMMUNITY,77412,947,14.7,232.01,354.98,312.0,78.1,,0,1,HIGH,MEDIUM,1,686,1,0,RAPID,ADVANCED,BASIC,0,NORMAL,0,1,1,16,32
WH-00154,LIVE_URL,ECOMMERCE,60466,230,5.11,19.59,66.01,16.74,88.7,61.8,1,0,HIGH,HIGH,0,0,0,0,SLOW,INTERMEDIATE,BASIC,0,SEASONAL,0,0,0,4,8
WH-00155,LIVE_URL,SAAS,1762055,6252,22.54,2348.67,3851.82,771.37,114.5,58.3,1,0,HIGH,HIGH,0,0,0,0,STABLE,BEGINNER,BASIC,0,BUSINESS_HOURS,0,0,1,32,64
WH-00156,NEW_IDEA,CORPORATE,7962,100,1.58,2.63,3.53,29.28,23.8,,0,1,LOW,LOW,0,0,0,0,SLOW,INTERMEDIATE,99.99,1,EVENING,0,0,1,2,4
WH-00157,LIVE_URL,API_SERVICE,244819,5736,26.7,2552.52,5283.72,444.68,45.5,93.1,1,1,LOW,HIGH,0,0,0,0,MEDIUM,ADVANCED,99.9,0,EVENING,0,0,1,32,32
WH-00158,LIVE_URL,ECOMMERCE,16183,37,6.16,3.8,5.17,31.74,52.4,99.0,1,1,MEDIUM,MEDIUM,0,0,1,0,STABLE,BEGINNER,BASIC,0,BUSINESS_HOURS,0,1,0,2,4
WH-00159,LIVE_URL,COMMUNITY,5400,81,4.83,6.52,12.13,10.28,26.2,63.9,1,0,MEDIUM,MEDIUM,1,52,1,0,RAPID,ADVANCED,BASIC,0,SEASONAL,0,0,0,1,8
WH-00160,LIVE_URL,INTERNAL_BUSINESS,452,11,3.01,0.55,0.68,19.78,26.3,77.1,1,1,MEDIUM,MEDIUM,0,0,0,0,SLOW,BEGINNER,99.95,1,NORMAL,0,0,0,2,8
WH-00161,LIVE_URL,INTERNAL_BUSINESS,26982,8,6.97,0.93,1.34,45.2,63.1,,0,0,MEDIUM,MEDIUM,0,0,0,0,STABLE,BEGINNER,99.95,1,NORMAL,0,0,0,2,8
WH-00162,LIVE_URL,SAAS,24091,146,17.76,43.22,54.88,35.82,49.5,99.0,1,1,HIGH,HIGH,0,0,0,0,RAPID,BEGINNER,99.95,1,NORMAL,0,0,0,4,8
WH-00163,PLANNED,ECOMMERCE,65502,68,10.28,11.65,16.78,11.95,212.2,,0,1,HIGH,HIGH,0,0,0,0,MEDIUM,ADVANCED,99.99,1,BUSINESS_HOURS,0,0,0,2,8
WH-00164,LIVE_URL,PORTFOLIO,5350,4,3.59,0.24,0.42,10.58,77.7,91.1,1,0,LOW,MEDIUM,0,0,0,0,MEDIUM,ADVANCED,99.5,0,WEEKEND,0,0,0,2,4
WH-00165,PLANNED,PORTFOLIO,1275,7,2.36,0.28,0.42,40.38,21.8,,0,0,LOW,LOW,0,0,0,0,MEDIUM,BEGINNER,99.5,0,EVENING,0,0,0,2,4
WH-00166,LIVE_URL,SAAS,614214,4870,10.47,849.82,1487.18,569.57,52.4,73.3,1,1,HIGH,HIGH,0,0,1,0,MEDIUM,INTERMEDIATE,99.5,0,WEEKEND,0,0,0,32,64
WH-00167,NEW_IDEA,INTERNAL_BUSINESS,353,8,8.16,1.09,1.82,15.01,19.8,,0,1,MEDIUM,MEDIUM,0,0,0,0,STABLE,INTERMEDIATE,99.9,0,BUSINESS_HOURS,0,0,0,2,4
WH-00168,LIVE_URL,SAAS,128771,2573,15.17,650.54,1567.8,180.82,383.4,60.4,1,1,VERY_HIGH,MEDIUM,1,1033,0,0,MEDIUM,INTERMEDIATE,99.95,1,SEASONAL,0,0,0,32,64
WH-00169,LIVE_URL,CORPORATE,6729,6,4.06,0.41,0.54,22.78,24.8,76.5,1,0,LOW,LOW,0,0,0,0,STABLE,ADVANCED,99.99,1,NORMAL,0,1,0,4,4
WH-00170,PLANNED,CORPORATE,4347,40,4.68,3.12,7.39,15.4,78.1,,0,1,LOW,LOW,0,0,0,0,MEDIUM,BEGINNER,99.95,1,SEASONAL,0,0,1,2,4
WH-00171,PLANNED,MEDIA_STREAMING,118542,929,7.28,112.72,350.56,36.4,358.1,,0,1,LOW,MEDIUM,0,0,0,1,STABLE,INTERMEDIATE,99.9,0,SEASONAL,0,1,0,16,16
WH-00172,PLANNED,SAAS,255854,5134,17.3,1480.3,5743.58,653.91,180.8,,0,1,HIGH,HIGH,1,2700,0,0,RAPID,INTERMEDIATE,99.9,0,EVENT_DRIVEN,1,0,1,32,64
WH-00173,PLANNED,EDUCATION,199000,39,9.11,5.92,7.99,34.93,329.0,,0,1,MEDIUM,MEDIUM,0,0,1,1,SLOW,ADVANCED,99.9,0,NORMAL,0,0,0,2,8
WH-00174,NEW_IDEA,BLOG,78740,8,2.56,0.34,0.42,10.09,19.4,,0,0,LOW,MEDIUM,0,0,1,0,RAPID,INTERMEDIATE,99.9,0,NORMAL,0,0,1,1,4
WH-00175,PLANNED,NEWS,44059,132,4.3,9.46,17.03,33.23,78.6,,0,1,MEDIUM,MEDIUM,0,0,1,0,STABLE,INTERMEDIATE,99.9,0,BUSINESS_HOURS,0,0,0,1,4
WH-00176,PLANNED,EDUCATION,13760,58,6.94,6.71,8.45,17.61,35.2,,0,0,LOW,MEDIUM,0,0,0,0,RAPID,INTERMEDIATE,99.9,0,NORMAL,0,0,0,1,4
WH-00177,LIVE_URL,ECOMMERCE,29104,49,5.55,4.53,8.88,12.0,32.4,77.1,1,1,MEDIUM,MEDIUM,1,38,1,0,RAPID,INTERMEDIATE,99.99,1,BUSINESS_HOURS,0,0,0,2,8
WH-00178,LIVE_URL,API_SERVICE,242453,4162,28.96,2008.86,4499.84,1882.41,31.3,99.0,1,0,MEDIUM,VERY_HIGH,0,0,0,0,MEDIUM,INTERMEDIATE,BASIC,0,SEASONAL,1,1,0,32,64
WH-00179,LIVE_URL,SAAS,289754,4071,23.58,1599.9,6655.6,1190.48,30.3,69.7,1,1,HIGH,HIGH,0,0,1,0,RAPID,INTERMEDIATE,99.95,1,EVENT_DRIVEN,1,1,0,32,64
WH-00180,NEW_IDEA,API_SERVICE,646689,4113,27.89,1911.86,2389.82,193.58,27.1,,0,0,MEDIUM,VERY_HIGH,0,0,0,0,RAPID,INTERMEDIATE,99.5,0,NORMAL,0,0,1,32,64
WH-00181,NEW_IDEA,PORTFOLIO,767,2,1.14,0.04,0.05,18.96,10.0,,0,0,LOW,MEDIUM,0,0,1,0,MEDIUM,BEGINNER,99.9,0,NORMAL,0,0,1,1,4
WH-00182,LIVE_URL,PORTFOLIO,16138,7,1.52,0.18,0.23,9.43,32.8,94.7,1,1,LOW,LOW,0,0,0,0,RAPID,INTERMEDIATE,99.9,0,EVENING,0,1,1,2,4
WH-00183,NEW_IDEA,MARKETPLACE,296970,2907,17.67,856.11,1198.56,282.44,535.3,,0,0,HIGH,VERY_HIGH,0,0,1,1,SLOW,ADVANCED,99.95,1,EVENING,0,1,1,32,64
WH-00184,LIVE_URL,ECOMMERCE,40782,458,12.44,94.96,194.67,37.64,70.3,83.3,1,0,HIGH,HIGH,0,0,0,0,SLOW,BEGINNER,99.9,0,EVENING,0,0,1,16,32
WH-00185,PLANNED,SAAS,125051,1641,23.93,654.49,2401.96,128.24,157.3,,0,1,HIGH,MEDIUM,1,728,1,0,MEDIUM,INTERMEDIATE,BASIC,0,EVENT_DRIVEN,0,0,0,32,64
WH-00186,NEW_IDEA,BLOG,16076,11,2.69,0.49,1.45,15.98,60.4,,0,1,LOW,LOW,0,0,1,1,SLOW,INTERMEDIATE,99.9,0,EVENT_DRIVEN,0,0,0,2,4
WH-00187,PLANNED,BLOG,54181,100,2.1,3.5,4.34,12.47,13.8,,0,1,LOW,LOW,0,0,1,0,SLOW,BEGINNER,BASIC,0,NORMAL,0,0,1,1,4
WH-00188,LIVE_URL,EDUCATION,145012,425,9.65,68.35,92.96,17.95,10.0,70.3,1,0,LOW,MEDIUM,0,0,0,0,MEDIUM,INTERMEDIATE,BASIC,0,NORMAL,0,0,0,4,4
WH-00189,LIVE_URL,SAAS,1572478,6132,10.94,1118.07,2046.06,586.75,183.1,58.0,1,0,HIGH,HIGH,0,0,1,0,MEDIUM,INTERMEDIATE,99.9,0,BUSINESS_HOURS,1,1,1,32,64
WH-00190,PLANNED,ECOMMERCE,12001,183,14.2,43.31,63.23,45.63,146.6,,0,0,HIGH,HIGH,0,0,1,0,MEDIUM,ADVANCED,99.95,1,EVENING,0,0,0,4,8
WH-00191,NEW_IDEA,ECOMMERCE,42092,485,6.74,54.48,92.62,91.05,20.8,,0,0,HIGH,HIGH,0,0,1,0,SLOW,BEGINNER,99.9,0,BUSINESS_HOURS,0,0,1,4,8
WH-00192,LIVE_URL,SAAS,47346,733,16.35,199.74,249.68,115.23,106.3,71.9,1,0,HIGH,HIGH,0,0,1,0,RAPID,BEGINNER,99.99,1,NORMAL,0,0,1,16,32
WH-00193,LIVE_URL,MEDIA_STREAMING,15425,150,6.85,17.12,30.48,11.88,88.0,80.9,1,1,HIGH,MEDIUM,0,0,0,1,MEDIUM,BEGINNER,BASIC,0,EVENING,0,0,1,2,8
WH-00194,NEW_IDEA,ECOMMERCE,25027,63,14.54,15.27,29.77,11.02,124.4,,0,0,HIGH,HIGH,0,0,0,0,STABLE,INTERMEDIATE,99.5,0,WEEKEND,0,0,0,2,8
WH-00195,PLANNED,API_SERVICE,232800,2122,27.72,980.36,1421.53,227.06,10.0,,0,0,LOW,VERY_HIGH,0,0,0,0,MEDIUM,INTERMEDIATE,99.95,1,NORMAL,0,1,0,32,32
WH-00196,PLANNED,SAAS,627564,83,22.54,31.18,106.32,33.28,19.4,,0,0,MEDIUM,HIGH,0,0,0,0,STABLE,ADVANCED,99.5,0,EVENT_DRIVEN,0,1,0,8,16
WH-00197,LIVE_URL,INTERNAL_BUSINESS,1184,6,8.13,0.81,2.46,8.71,60.0,99.0,1,1,MEDIUM,LOW,0,0,0,0,MEDIUM,ADVANCED,99.5,0,EVENT_DRIVEN,0,0,0,1,4
WH-00198,PLANNED,BLOG,5806,15,3.07,0.77,1.17,28.17,69.2,,0,0,LOW,LOW,0,0,0,0,MEDIUM,INTERMEDIATE,99.9,0,EVENING,0,0,1,2,4
WH-00199,PLANNED,SAAS,5284,48,22.41,17.93,28.33,45.55,157.7,,0,1,HIGH,HIGH,0,0,0,0,SLOW,BEGINNER,99.9,0,BUSINESS_HOURS,0,0,1,2,8
WH-00200,PLANNED,EDUCATION,22888,129,9.61,20.66,30.79,11.21,43.4,,0,1,MEDIUM,MEDIUM,0,0,0,0,MEDIUM,BEGINNER,99.9,0,NORMAL,0,0,0,2,8
WH-00201,PLANNED,MARKETPLACE,377217,1311,16.23,354.63,457.47,157.08,146.9,,0,0,HIGH,HIGH,1,340,1,1,MEDIUM,ADVANCED,99.95,1,NORMAL,0,1,1,32,64
WH-00202,PLANNED,BLOG,4850,6,2.43,0.24,0.31,75.56,26.5,,0,0,LOW,LOW,0,0,0,0,SLOW,INTERMEDIATE,99.99,1,NORMAL,0,0,0,2,4
WH-00203,LIVE_URL,ECOMMERCE,458259,2371,17.7,699.44,1231.02,138.72,292.5,72.9,1,0,HIGH,HIGH,1,1809,0,1,RAPID,INTERMEDIATE,99.5,0,EVENING,0,1,1,32,64
WH-00204,LIVE_URL,API_SERVICE,975696,4804,16.75,1341.12,2279.9,198.41,273.4,72.4,1,0,HIGH,VERY_HIGH,1,2940,0,0,STABLE,INTERMEDIATE,99.9,0,EVENING,0,1,1,32,64
WH-00205,LIVE_URL,API_SERVICE,185448,3005,30.93,1549.08,2834.81,295.67,24.9,66.6,1,0,HIGH,VERY_HIGH,0,0,1,0,STABLE,ADVANCED,99.9,0,EVENING,0,0,1,32,64
WH-00206,PLANNED,SAAS,12114,58,14.67,14.18,27.23,26.05,35.9,,0,0,HIGH,MEDIUM,0,0,1,0,MEDIUM,BEGINNER,99.99,1,SEASONAL,0,0,1,2,8
WH-00207,NEW_IDEA,ECOMMERCE,181388,270,13.69,61.6,80.09,113.87,141.6,,0,0,VERY_HIGH,HIGH,0,0,1,0,MEDIUM,ADVANCED,99.99,1,NORMAL,0,0,1,8,16
WH-00208,PLANNED,MARKETPLACE,44645,41,11.81,8.07,10.73,17.07,67.2,,0,1,HIGH,HIGH,0,0,0,0,MEDIUM,BEGINNER,99.9,0,NORMAL,0,0,1,2,8
WH-00209,LIVE_URL,MARKETPLACE,265175,262,15.72,68.64,179.16,44.51,48.3,,0,0,MEDIUM,MEDIUM,0,0,1,0,SLOW,ADVANCED,99.5,0,SEASONAL,0,0,0,8,16
WH-00210,PLANNED,SAAS,374284,4382,19.04,1390.55,4296.81,467.17,234.2,,0,0,HIGH,VERY_HIGH,0,0,1,0,RAPID,BEGINNER,99.95,1,EVENT_DRIVEN,1,1,1,32,64
WH-00211,PLANNED,MARKETPLACE,933751,177,18.74,55.28,183.54,31.36,41.1,,0,0,HIGH,VERY_HIGH,0,0,0,0,STABLE,INTERMEDIATE,99.9,0,SEASONAL,0,0,1,16,32
WH-00212,LIVE_URL,API_SERVICE,37364,614,28.8,294.72,568.81,157.56,34.5,99.0,1,0,LOW,VERY_HIGH,0,0,0,0,STABLE,BEGINNER,BASIC,0,BUSINESS_HOURS,0,0,0,32,32
WH-00213,PLANNED,PORTFOLIO,5581,6,3.68,0.37,0.57,46.6,15.4,,0,0,LOW,LOW,0,0,0,0,MEDIUM,ADVANCED,99.9,0,BUSINESS_HOURS,0,0,0,2,4
WH-00214,LIVE_URL,SAAS,726708,5857,21.81,2129.02,5471.58,2799.73,300.1,86.8,1,0,VERY_HIGH,HIGH,0,0,0,0,MEDIUM,INTERMEDIATE,99.9,0,SEASONAL,0,1,1,32,64
WH-00215,LIVE_URL,MEDIA_STREAMING,24545,608,2.02,20.47,27.22,30.14,220.2,58.8,1,0,HIGH,HIGH,0,0,0,1,STABLE,ADVANCED,99.5,0,BUSINESS_HOURS,0,0,1,2,16
WH-00216,PLANNED,API_SERVICE,773192,2846,12.12,574.89,758.86,104.29,63.5,,0,1,MEDIUM,VERY_HIGH,0,0,1,0,MEDIUM,INTERMEDIATE,99.9,0,BUSINESS_HOURS,0,0,1,32,64
WH-00217,PLANNED,MARKETPLACE,95135,942,11.09,174.11,304.7,35.65,21.0,,0,1,HIGH,HIGH,0,0,0,0,SLOW,ADVANCED,99.95,1,EVENING,0,0,0,16,32
WH-00218,LIVE_URL,SAAS,686620,1768,23.1,680.68,1926.32,681.73,56.1,70.1,1,0,HIGH,VERY_HIGH,0,0,1,0,RAPID,INTERMEDIATE,99.99,1,EVENT_DRIVEN,0,1,0,32,64
WH-00219,LIVE_URL,COMMUNITY,595283,256,6.33,27.01,77.78,44.91,170.2,58.5,1,1,MEDIUM,MEDIUM,0,0,1,1,SLOW,BEGINNER,99.95,1,EVENT_DRIVEN,1,0,0,4,8
WH-00220,PLANNED,CORPORATE,6564,8,4.64,0.62,0.77,11.14,29.9,,0,1,LOW,LOW,0,0,0,0,MEDIUM,ADVANCED,99.95,1,NORMAL,0,0,0,2,4
WH-00221,LIVE_URL,MARKETPLACE,1124938,3809,12.08,766.88,1073.63,580.96,228.0,57.9,1,0,HIGH,HIGH,1,995,1,0,MEDIUM,INTERMEDIATE,99.9,0,BUSINESS_HOURS,1,0,0,32,64
WH-00222,LIVE_URL,NEWS,201973,292,3.22,15.67,27.58,28.54,30.2,78.8,1,1,MEDIUM,MEDIUM,0,0,0,0,STABLE,BEGINNER,99.9,0,SEASONAL,0,0,1,2,4
WH-00223,NEW_IDEA,EDUCATION,39218,74,6.29,7.76,13.65,12.78,28.0,,0,1,MEDIUM,MEDIUM,0,0,1,0,MEDIUM,INTERMEDIATE,99.9,0,BUSINESS_HOURS,0,0,0,1,4
WH-00224,PLANNED,CORPORATE,2243,23,4.77,1.83,3.11,13.54,40.7,,0,0,LOW,LOW,0,0,0,0,MEDIUM,BEGINNER,BASIC,0,BUSINESS_HOURS,0,0,0,2,4
WH-00225,NEW_IDEA,ECOMMERCE,13861,267,15.21,67.68,190.19,31.62,17.1,,0,1,MEDIUM,VERY_HIGH,0,0,0,0,SLOW,INTERMEDIATE,BASIC,0,EVENT_DRIVEN,0,0,1,8,16
WH-00226,PLANNED,API_SERVICE,53043,612,18.36,187.27,249.07,16.14,86.7,,0,0,MEDIUM,HIGH,0,0,1,1,MEDIUM,BEGINNER,BASIC,0,EVENING,0,0,1,16,32
WH-00227,PLANNED,COMMUNITY,4517,135,10.0,22.5,29.03,22.28,60.1,,0,0,MEDIUM,MEDIUM,1,77,0,0,STABLE,INTERMEDIATE,BASIC,0,NORMAL,0,0,0,2,4
WH-00228,PLANNED,API_SERVICE,536778,5378,27.32,2448.78,2963.03,84.85,33.2,,0,0,MEDIUM,VERY_HIGH,0,0,0,0,SLOW,INTERMEDIATE,99.95,1,NORMAL,0,0,0,32,64
WH-00229,LIVE_URL,ECOMMERCE,38607,336,6.57,36.79,53.35,18.14,85.5,45.5,1,0,HIGH,MEDIUM,0,0,0,0,MEDIUM,INTERMEDIATE,99.9,0,WEEKEND,0,0,1,2,8
WH-00230,LIVE_URL,CORPORATE,59208,11,1.76,0.32,1.1,37.51,40.5,63.8,1,0,LOW,LOW,0,0,0,0,MEDIUM,BEGINNER,99.95,1,SEASONAL,0,0,0,2,4
WH-00231,LIVE_URL,NEWS,460278,1923,3.11,99.68,338.9,37.09,11.5,80.5,1,0,LOW,MEDIUM,0,0,1,0,RAPID,BEGINNER,BASIC,0,SEASONAL,0,0,1,8,8
WH-00232,LIVE_URL,MARKETPLACE,321770,2698,8.81,396.16,1327.12,265.84,423.2,74.6,1,0,VERY_HIGH,HIGH,0,0,1,0,RAPID,ADVANCED,99.9,0,SEASONAL,0,1,1,32,64
WH-00233,LIVE_URL,MARKETPLACE,19404,225,15.49,58.09,72.61,21.41,140.1,85.9,1,1,HIGH,MEDIUM,1,145,1,0,RAPID,BEGINNER,99.95,1,NORMAL,0,0,1,4,8
WH-00234,PLANNED,ECOMMERCE,294117,3393,17.76,1004.33,1807.79,333.3,55.3,,0,0,VERY_HIGH,HIGH,0,0,0,0,SLOW,ADVANCED,BASIC,0,EVENING,1,0,1,32,64
WH-00235,PLANNED,API_SERVICE,408411,2370,23.76,938.52,2534.0,364.16,48.6,,0,1,MEDIUM,VERY_HIGH,0,0,0,0,MEDIUM,BEGINNER,BASIC,0,EVENT_DRIVEN,1,0,0,32,64
WH-00236,NEW_IDEA,SAAS,956504,6864,6.73,769.91,985.49,1972.03,1140.1,,0,0,VERY_HIGH,HIGH,1,2810,1,1,RAPID,ADVANCED,99.9,0,NORMAL,0,1,1,32,64
WH-00237,PLANNED,COMMUNITY,66017,636,4.81,50.99,203.94,40.98,296.5,,0,1,MEDIUM,MEDIUM,0,0,0,1,STABLE,INTERMEDIATE,99.95,1,EVENT_DRIVEN,0,0,0,8,16
WH-00238,LIVE_URL,PORTFOLIO,520,3,3.88,0.19,0.29,14.73,71.7,92.6,1,0,LOW,LOW,0,0,0,0,RAPID,BEGINNER,99.9,0,BUSINESS_HOURS,0,0,0,2,4
WH-00239,LIVE_URL,SAAS,206437,1792,17.37,518.78,648.48,153.75,146.6,61.2,1,1,HIGH,VERY_HIGH,0,0,1,0,MEDIUM,INTERMEDIATE,99.9,0,NORMAL,0,0,1,32,64
WH-00240,LIVE_URL,CORPORATE,3379,11,4.23,0.78,1.37,11.38,15.7,82.4,1,0,LOW,LOW,0,0,0,0,MEDIUM,BEGINNER,99.9,0,EVENING,0,0,0,2,4
WH-00241,LIVE_URL,ECOMMERCE,35912,52,11.81,10.24,21.9,30.62,61.2,81.8,1,1,HIGH,MEDIUM,0,0,0,0,STABLE,INTERMEDIATE,99.95,1,WEEKEND,0,0,0,2,8
WH-00242,PLANNED,MARKETPLACE,113480,1812,16.85,508.87,1262.0,433.74,61.2,,0,1,HIGH,HIGH,0,0,1,0,RAPID,ADVANCED,99.9,0,EVENT_DRIVEN,0,0,1,32,64
WH-00243,LIVE_URL,API_SERVICE,515562,971,32.05,518.68,980.3,80.45,11.5,95.8,1,0,MEDIUM,VERY_HIGH,0,0,0,0,RAPID,ADVANCED,99.95,1,EVENING,0,0,0,32,64
WH-00244,PLANNED,ECOMMERCE,14120,60,9.95,9.95,26.27,87.48,69.8,,0,0,HIGH,VERY_HIGH,0,0,1,0,RAPID,ADVANCED,99.9,0,EVENT_DRIVEN,0,0,1,2,8
WH-00245,PLANNED,SAAS,811274,3437,11.11,636.42,1349.21,234.04,59.8,,0,0,VERY_HIGH,HIGH,0,0,1,0,MEDIUM,ADVANCED,99.9,0,WEEKEND,0,1,1,32,64
WH-00246,PLANNED,NEWS,150811,59,7.05,6.93,10.26,17.17,90.0,,0,1,HIGH,MEDIUM,0,0,0,0,RAPID,INTERMEDIATE,99.99,1,NORMAL,0,0,1,2,8
